,screen_name,lang,followers_count,friends_count,cluster_name,cluster_country,description
1044,KatarzynaKlaus,en,2085,721,Center,,"Energy, industry and research policy adviser/former spokesperson Economy&Environment @EPPGroup/EP/certified life coach/private profile"
1045,michelgelly,en,1309,2001,Center,,"Cosmopolitan, European & Socialist. En ce moment collaborateur parlementaire au Palais Bourbon ~Views are mine only~"
1046,EU_CoR,en,14576,1757,Center,,Latest news from the Committee of the Regions - The EU's Assembly of Regional and Local Representatives (Official Account)
1047,spignal,en,10422,708,Center,,"Journalist at The Economist, currently banking editor. Frenchman in London. Ex FT/Brussels. Cyclist. Personal feed. Contacts in link below."
1048,Platforma_org,pl,41520,570,Center,,Oficjalne konto Platformy Obywatelskiej na Twitter
1049,MarieEmilia,en,1951,1266,Center,,"Journaliste @Contexte. Politique, économie, Europe."
1050,PPE_FR,en,1566,437,Center,,"Eurodéputés français, Les Républicains, membres de la délégation française du Groupe PPE au Parlement européen."
1051,laurnorman,en,4475,965,Center,,"In Brussels for Wall Street Journal. Cover foreign policy, Iran talks, anything else that comes my way. My tweet, my view. My RT, someone else's."
1052,joehennon,en,1969,669,Center,,Guitarist with Shantalla and sometimes Omnia. Former EC Spokesman for Environment.
1053,JEFSpain,es,928,709,Center,,Organización juvenil política no partidista. Buscamos una Europa más democrática de los ciudadanos que sólo puede venir de la mano de un proyecto federal común
1054,euradionantes,fr,4191,2129,Center,,"Toute l'information locale européenne, la musique indé d'Europe et d'ailleurs, les magazines, la radio-école... Sur le 101.3 FM, la RNT et euradionantes.eu"
1055,MedEU2014GR,en-gb,70,30,Center,,"2014 is the 'Year of the Mediterranean': #Greece (@MedEU2014GR, #GR2014EU) in the first half and #Italy (@MedEU2014IT, #IT2014EU) in the second half of 2014."
1056,b_judah,en,19008,2108,Center,,"London/Russia analyst. Author of 'Fragile Empire' and 'This Is London', out in January 2016 with Picador. Contributing Writer, Politico Europe."
1057,j_klute,de,1807,1990,Center,,"EU-Abgeordneter 2009-2014 & Sozialpfarrer. 
MEP & Lutheran Pastor. Rapporteur on Bank Accounts (access - switching - fees)
@EP_Economics @EP_budgets @guengl"
1058,yourmeps,en,1524,636,Center,,Reporting from the European Parliament for television news across the UK. Tweets/retweets may not reflect my views.
1059,annebauerbrux,fr,3977,515,Center,,"journaliste for ever, désormais à Bruxelles au chevet de l'Europe. Cynisme et optimisme. Si tous les gars d'Europe décidaient d'être copains...pas pour demain"
1060,ActionAidEU,en,3116,1197,Center,,The #EU office of @ActionAid: making the voices of people living in #poverty heard by #policymakers in #Brussels. #landfor #taxpower. Tweets by Isabelle & Kasia
1061,markhleonard,en,4912,1762,Center,,"Co-Founder & Director of European Council on Foreign Relations.  Essayist, analyst and speaker on global issues. Author of best-selling books on China & Europe."
1062,dhaiduc,en,1147,1012,Center,,"Living and working in the Brussels bubble. My tweets cover Comms, Brussels, and kids in English or German.  Views my own."
1063,IFAWEU,en,5294,1480,Center,,"The best info source on IFAW's animal welfare & conservation issues in EU for politicians, journalists & other NGOs."
1064,EUinPL,en-gb,9006,808,Center,,Komisja Europejska to kolegium 28 komisarzy oraz służba cywilna zatrudniona w Dyrekcjach Generalnych. Jako część DG COMM pracujemy w Warszawie.
1065,dw_english,en,42,36,Center,,
1066,EUNewsService,en,2201,1184,Center,,Keeping a close eye on the European continents big new super-government
1067,MalmstromEU,en,38430,441,Center,,EU Commissioner for Trade. Tweets by the Commissioner (signed CM or without signature) and Catrine Norrgård/CN & Joakim Larsson/JL in cabinet.
1068,PICUM_post,en,3892,1610,Center,,The Platform for International Cooperation on Undocumented Migrants promotes the rights of undocumented migrants in Europe.
1069,TI_EU,en,5664,1588,Center,,This is the official Twitter account of the Transparency International EU Office. Tweets by the team.
1070,touteleurope,fr,19572,1554,Center,,Premier portail français d’information sur les questions européennes
1071,EPInstitutional,en,1624,135,Center,,European Parliament Committee on Constitutional Affairs. Managed by Delphine Colard. RTs ≠ endorsement.
1072,vickyford,en,4422,890,Center,,Conservative Member of European Parliament for East of England. Updates from Vicky herself & her office.
1073,cafebabel_FR,fr,3513,812,Center,,"Magazine paneuropéen en ligne et en six langues qui fonctionne grâce à vous. Suivre aussi cafebabel_ENG, cafebabel_IT, cafebabel_ES, cafebabel_DE, cafebabel_POL"
1074,BNE_Group,en,2420,1404,Center,,"Business for New Europe is Britain's leading pro-European business coalition, campaigning for a more competitive Europe"
1075,renaudsm,fr,741,801,Center,,Compte personnel de Renaud Soufflot de Magny
1076,daveoleary,en,1171,1203,Center,,"Politics, EU, life and stuff • Work: @bmbrussels @europedecides • Instagram: @daveoleary • Usual disclaimers apply"
1077,bQuilez,es,1676,1142,Center,,"Periodista, responsable de internet y redes sociales del Parlamento Europeo, @Europarl_ES. Esta es mi cuenta personal."
1078,EmmaMcClarkin,en,3264,433,Center,,UK Conservative Member of the European Parliament for the East Midlands Region. Spokesman on International Trade & Sport
1079,raffa_brux,en,1307,1174,Center,,"Press service of @Europarl_EN. Less geek since I became a mum, but still very much into media & politics. Opinions are only mine."
1080,FilipaFigueira,en,1309,1989,Center,,"Lecturer in Political Economy @UCL - @UCLSSEES. Tweeting about #EU Politics & Economics, #EUreferendum, #Brexit & #Grexit, #Eurozone, #EUBudget, #SSEES100"
1081,Radio_TOK_FM,pl,197812,106,Center,,"Aplikacja: http://t.co/WcqbddYQtC | FB: http://t.co/oFSaztrSJi | Archiwum: http://t.co/Yh3TECKPmI | Słuchaj: http://t.co/dKTA2YhAGQ
http://t.co/1x5S0mQtT8"
1082,europolitnet,en,1005,396,Center,,Public Affairs @Bayer & Life in Europe. Views are my own.
1083,beuctweet,en,9,0,Center,,
1084,maitea6,fr,4027,3157,Center,,EU & Communication I Head of International Relations HE Vinci I Trainer @IHECS I FR-NL-EN-ES I #Politics #Gender #Socialmedia #art
1085,marekzp,en,1033,1887,Center,,Sharing ideas on how digital and #socialmedia is changing society. CMO @babysteptv. Views my own.
1086,Twiplomacy,en,36036,4672,Center,,Tweeting about the use of Twitter by governments & intl. orgs. Part of @B_M study about #DigitalDiplomacy. Tweets by @Luefkens También en español: @Twiplomacia
1087,helen_access,en,3044,843,Center,,"human rights campaigner, founder & director of @Access_Info. tweeting on access to information, open government & democracy"
1088,MonicaTiberi,en,1180,1522,Center,,Communications Manager @Carnegie_Europe; Chairwoman Foreign Affairs Committee of @federalists; Alumna @collegeofeurope | From Urbino to Brussels for the EU
1089,alexandrathein,de,1342,462,Center,,"Tweets der Berliner FDP-Landesvorsitzenden, 2009-14 Europaabgeordnete für Berlin und Brandenburg. Rechtsanwältin, Notarin."
1090,ABbritabroad,en,1006,1064,Center,,"EU citizen from East Devon, UK. Work in #EU politics, liberal, democrat, avid #mufc supporter and Asiaphile."
1091,MyEDF,en,6378,894,Center,,"The European Disability Forum is the voice of 80 million persons with disabilities in Europe. 
We do advocacy in the EU!
Tweets: Lila Sylviti"
1092,BrusselsGeek,en,5375,367,Center,,"Reporting all manner of EU geekery, in particular tech policy and legislation. Writer @TheRegister, presenter @Vieuws, moderator for hire, feminist for free."
1093,EurActiv,en,61983,752,Center,,EU news & policy debates from http://t.co/sg80LmSPza - The European Media Network present in 12 EU capitals | Founder @LeclercqEU Tweets by @DominiqueOstyn
1094,LindaMcAvanMEP,en,5485,645,Center,,Labour MEP for Yorkshire & The Humber. Chair of the Int. Development committee. Please email lindamcavan@lindamcavanmep.org.uk for casework/policy enquiries.
1095,CFR_org,en,245378,12307,Center,,The Council on Foreign Relations is a resource for foreign policy news and analysis. CFR takes no institutional positions on policy. Follows ≠ endorsements.
1096,PublicDiplo,en,3032,931,Center,,"Thoughts about public diplomacy from a European perspective. A bit of nation branding, as well."
1097,polskathetimes,pl,47643,238,Center,,"Strona internetowa dziennika Polska The Times
https://t.co/3QLVze7Pdz"
1098,Anda19,en,1824,1994,Center,,"EU specialist @IES_Brussels , e-learning enthusiast; currently writing my PhD on teaching politics with technology"
1099,janrostowski,pl,45973,87,Center,,"Poseł na Sejm RP, były Wicepremier i Minister Finansów RP"
1100,euro_montenegro,en,3525,2277,Center,,"Loves connecting Europe, cities & regions, local brands and businesses. #EU affairs, cultural diplomacy, #Balkans, tourism,social media. Founder @WeLoveBrussels"
1101,ZalewskiPawel,pl,13850,494,Center,,"Współprzewodniczący Polsko-Ukraińskiego Forum Partnerstwa.
Poseł na Sejm I, V i VI kadencji, poseł do Parlamentu Europejskiego VII kadencji."
1102,PascalVerdeau,fr,1806,786,Center,,"Correspondant de France 3 à Bruxelles, ancien explorateur de l'ex empire soviétique"
1103,kattebel,en,3721,2084,Center,,EU Public Affairs consultant (Porter Novelli) with an interest in Poetry & Aeroplanes. EU Girl Geek.
1104,zgurmai_EN,en,2100,1293,Center,,"Former Hungarian MEP, in the S&D Group, President of PES Women, WIP founding member. Magyarul itt csiripelek: http://t.co/dh8u4B620g"
1105,ottocrat,en,1573,1311,Center,,Anglo-Schwäbisch maker of EU foreign policy and spätzle. Chunnel commuter. Tsundoku black belt. Oifach gscheidr.
1106,foeeurope,en,16255,2210,Center,,"Friends of the Earth folk in Brussels, representing people and planet, and campaigning for sustainable and just societies and the protection of the environment"
1107,JEF_de,en,1694,673,Center,,"Europa erleben, verstehen und gestalten! Seit 1949 setzen wir uns überparteilich für ein demokratisches und geeintes Europa ein."
1108,JerzyBuzek,en,266331,1526,Center,,"Chairman of #ITRE Committee, former EP president and PM of Poland. / Na czele Komisji #ITRE, dawniej przewodniczący PE i Premier Polski."
1109,GEF_Europe,en,3521,3308,Center,,The Green European Foundation is the European level political foundation affiliated to the Green political family.
1110,lrozen,en,60153,2596,Center,,"Reporting on Washington, foreign policy & Middle East. Find my work @AlMonitor. RTs not endorsements. Email lkrozen at gmail dot com"
1111,EUyouthPrize,en,1697,1996,Center,,"EU Charlemagne Youth Prize, awarded by EP & International Charlemagne Prize Foundation #ECYP2015 #youth #europe"
1112,Europarl_Photo,en,5049,2666,Center,,Follow the latest news in photo (© free) from the European Parliament. This account is managed by the Parliament's Web and Social Media Photo Editor. #EPhoto
1113,kozusnik,en,2156,989,Center,,Edvard Kožušník (1971) | @efektivnistat | MEP (2009-14)
1114,coalitiontory,en,1600,1944,Center,,media links by pro-European Tory urging UK coalition government to put Britain at heart of Europe - not leaving but leading in Europe - and to fight extremism
1115,ResearchEurope,en,18207,461,Center,,"Europe's independent source of research policy news and analysis, from Brussels and beyond! Account managed by many."
1116,HappyVoting,en,934,1983,Center,,"Europe's first voter-turnout campaign: youth, pop-culture and voting. Raising non-partisan awareness about the European Elections in May."
1117,Juncker_JC,en,5866,124,Center,,"Not-so-official account of Europe's most exciting politican, and iron-fisted European Commission President.

Yes, it's a parody account."
1118,cafebabel_ENG,en,5212,2803,Center,,Pan-European online magazine published in 6 languages https://t.co/gw9icjP0Lh
1119,BBCGavinHewitt,en,40175,732,Center,,"The BBC's Chief Correspondent. This is my take on the big arguments - the politics, economics and personalities in the UK, Europe and N America."
1120,ecfin,en,26732,342,Center,,"Directorate General for Economic and Financial Affairs, European Commission"
1121,ronpatz,en,3621,1906,Center,,"Political Science Post-Doc & #Feminist at @LMU_Muenchen. Researching budgeting in international organisations (EU, UN etc.). PhD thesis: http://t.co/E8bPzHmnKW"
1122,transenv,en,2974,1050,Center,,Transport & Environment is Europe's leading NGO campaigning for cleaner transport - RTs are not necessarily endorsements
1123,heirbar,en,9188,1008,Center,,"journalist at VRT, Belgium, covering EU-stuff. All tweets are personal"
1124,Hannes_Swoboda,de,17762,178,Center,,"B. Kreisky Forum for International Dialogue (Vienna),A Soul for Europe (Berlin),Institute for International Peace (Vienna),Sabanci University (Istanbul),ECFR.EU"
1125,rocktheunion,en,1103,1921,Center,,I will come to 116 cities in all 28 #EU Member States to talk about Europe. Support is always welcome! Thanks!
1126,citizen_e,en,1746,2001,Center,,EU news curator - spreading the word about #EU #policies. Owner of @sptneus.
1127,MdEuropeParis,fr,1690,630,Center,,Maison de l'Europe de Paris (MEP) - Europe Direct. Les RT n'engagent que leurs auteurs. Présidente: Catherine Lalumière #UEconfMEP
1128,EurAlmanac,en,5126,2632,Center,,Snippets of news and comment from the EU and beyond. Headlines do not represent my own views.
1129,ecrgroup,en,18848,4561,Center,,European Conservatives & Reformists in the European Parliament. We work for major EU reform & Eurorealism rather than Eurofederalism.
1130,MartinSelmayr,en,12258,1429,Center,,"Head of Cabinet of Jean-Claude Juncker, President of the European Commission. Tweeting in a personal capacity. All views my own. Retweets not endorsement."
1131,MimicaEU,en-gb,9615,587,Center,,"EU Commissioner for International Cooperation and Development. Tweets by myself & by staff, @-replies when time allows."
1132,mojcakleva,en,3259,1859,Center,,"Srečna mama, popotnica, idealistka in levičarka po srcu."
1133,cforissier,en,2609,751,Center,,"Rédactrice en chef de @Contexte, le journal des politiques françaises et européennes #politique #UE #energie"
1134,PESGroupCoR,fr,2332,2347,Center,,"Our political group brings together social-democrats, socialists and progressives from local and regional authorities in the EU Committee of the Regions."
1135,ProtasiewiczJ,en,18668,396,Center,,Byly Wiceprzewodniczący PE; Przewodniczący PO we Wrocławiu i na Dolnym Śląsku;Ex-EP Vice-President; Leader of Civic Platform in Wrocław & Lower Silesia region
1136,fleishmanEU,en,4475,792,Center,,We help organisations tell their stories across Europe. Watching #SOTEU closely this week. Can Dr. Juncker save Europe?
1137,editeestrela,en,19979,1562,Center,,Former Member of European Parliament.
1138,KGeorgievaEU,en,61381,1921,Center,,Vice-President of the @EU_Commission for @EU_Budget & Human Resources in #TeamJunckerEU; formerly @eu_echo Commissioner - http://t.co/uwNzFRgh6H
1139,eu_echo,en,28054,3696,Center,,"We are the EU's humanitarian aid and civil protection department. Our mission is to help save lives in crises, emergencies and disasters."
1140,tobyvogel,en,3592,1450,Center,,"Writer on international affairs: EU, Balkans, Cyprus, Turkey, Syria, migration. Failed philosopher. Disappointed optimist. Proud dad (x2). Mac user since 1988."
1141,PollWatch2014,en-gb,2964,395,Center,,Predictions of the composition of the new EP based on opinion polls published nationally. Powered by @VoteWatchEurope with @BMBrussels / @EuropeDecides #EP2014
1142,BrunoBrussels,en,19711,1436,Center,,Bursting the Brussels bubble for @thetimes
1143,KrzysztofLisek,pl,7958,1374,Center,,"Poseł na Sejm RP/Member of the Polish Parliament (2005-2009), Posel do Parlamentu Europejskiego/Member of the European Parliament (2009-2014)"
1144,StuartABrown01,en,1474,1371,Center,,"Political doctor, Managing Editor of @LSEEuroppblog, victim of Scottish football."
1145,BoehmLasse,de,910,1020,Center,,"Advisor to @EPPGroup Chairman @ManfredWeber: speeches, strategy. Views my own. RT ≠ endorsement."
1146,TheEULobby,en,9091,1750,Center,,"The official Twitter account of the Grayling Brussels Public Affairs team focusing on the European Union, the EU institutions, and Brussels life in general."
1147,StatewatchEU,en,4125,228,Center,,Statewatch is a non-profit organisation founded in 1991 that monitors the state and civil liberties in the European Union.
1148,EURightsAgency,en,20230,929,Center,,The European Union Agency for Fundamental Rights (FRA) helps to make fundamental rights a reality for everyone in the European Union.
1149,EuropeanUni,en-gb,13867,11,Center,,"The European University Institute (EUI) is a distinctly international postgraduate teaching and research institute, opened in 1976."
1150,ErykMistewicz,pl,27751,1617,Center,,"Szef Instytutu Nowych Mediów, kwartalnik opinii @Nowe_Media, autor www.KsiazkaOTwitterze i tekstów na @Najwazniejsze. Kontakt: biuro@erykmistewicz.pl"
1151,SandraGathmann,en,2415,1226,Center,,"Correspondent for @FeatureStory reporting for global TV & radio news channels. Venezuelan-European hybrid, hatched in Japan. Showreel:
http://t.co/c9Knu0SeWZ"
1152,porcarorama,en,1547,964,Center,,"Head of Communications and Events @Bruegel_Org
RT ≠ endorsement"
1153,isabelleory,fr,4567,690,Center,,Journaliste européenne
1154,letzi83,en,2293,1039,Center,,Head of Comms @sourcefabric in Berlin. Interested in journalism & digital policy. Passionate traveller. Opinions are mine.
1155,MariaDamanakiEU,en,11337,594,Center,,Former European Commissioner for Maritime Affairs and Fisheries
1156,BlogActiv,en,4003,353,Center,,"BlogActiv.eu - EU opinion & policy debates - across languages
@BlogActiv is part of the @EurActiv family. Tweets by @DominiqueOstyn"
1157,EP_Justice,en,5171,341,Center,,"European Parliament Committee on Civil Liberties, Justice and Home Affairs. Managed by Isabel Teixeira Nadkarni & Rikke Uldall. RTs ≠ endorsement."
1158,garethharding,en,1962,480,Center,,"Writer, media trainer, Missouri School of Journalism lecturer & owner of @clear_europe. I tweet on EU politics and media. Mainly. http://t.co/uYCadWGJ9L"
1159,opencitizenship,en,1949,1325,Center,,towards cosmopolitan citizenship and full political participation in the European Union
1160,emcmillanscott,en,4540,1914,Center,,"Yorks & Humber UK MEP 1984-2014 (Cons, then LibDem from 2010) #Europarl Vice-President for Democracy & Human Rights. European Movement Patron"
1161,giovannidepaola,en,1621,819,Center,,"Journalist in Brussels, Social media, EU, Data, Migration @Nova24Tech. Wired. developed @ansaeuropa. Now watching the future. Alter ego- https://t.co/1HqzlroVuq"
1162,EVNDebate,en-gb,2248,338,Center,,National broadcasters across Europe united to produce debates about the issues that matter most. Next topic: Can we fix the planet? #TellCOP21
1163,dicknieuwenhuis,nl,3681,3570,Center,,Retired EU-official. Treasurer @IABC_be NB: This is my personal account. RT is NOT approval!
1164,paolovaccaUEF,en,760,1228,Center,,"EU politics. Federal Europe. Occasionally EU debate in Netherlands and Italy. Sec-Gen Union of European Federalists (UEF). In daytime, corporate legal beagle."
1165,StevePeers,en,10976,9741,Center,,"Professor of EU Law & Human Rights Law at the University of Essex. Interested in EU law, democracy, human rights, and the tensions between them."
1166,Taleof2Treaties,en,2029,1797,Center,,Plain Language Citizen's Guide to the ESM Treaty and the Fiscal Treaty written by two Solicitors http://t.co/dvAfhnDt
1167,JamesKerLindsay,en,4493,236,Center,,"Senior Research Fellow, European Institute, London School of Economics (@LSEE_LSE) / Balkans Turkey Greece Cyprus / EU Enlargement /
Secession and Recognition"
1168,FaullJonathan,en,5921,1342,Center,,"Director General, European Commission. Tweets are personal and unofficial. RT ≠ endorsement."
1169,FactcheckEU,en,3335,289,Center,,"Love Europe? Hate Europe? Either way, get your facts straight. 
[The website is currently inactive. Follow @PagellaPolitica for more Euro-checking]"
1170,er1cmau,fr,2162,1113,Center,,"Writing for @euobs. Was Presseurop ed in chief. 
Secrétaire général de l'AJE-France (http://t.co/rcAwW17lJp). Auditeur du CHEE de l'@ena_fr promo 2015."
1171,tnf_webzine,en,1519,509,Center,,"Official magazine of @JEF_Europe. News, comments & analyses of the EU, Community policies, federalism, constitutional issues and political debates on Europe."
1172,earnshaw1,en,949,797,Center,,"Labour Party, European, atheist, sometimes maverick thinker.  Views here are mine and not those of employer – Burson Marsteller Bruxelles.  RT ≠ endorsement"
1173,EUspeak,en,1007,867,Center,,EUspeak.eu - European Politics Blog. A team of 12 bloggers writing on anything to do with the European Union and European Politics. Sharing and spreading ideas.
1174,gr2014eu,en,12303,96,Center,,This is the official account of the Greek Presidency of the Council of the European Union. This account is managed by the Presidency Communications team.
1175,ftbrussels,en,34388,205,Center,,Tweets by FT's Brussels team plus links to our EU news stories & blogs. Our customer service team is @FTcare.
1176,eurorealist,en,1976,1550,Center,,"Director of  British Influence @BritInfluence   I'm neither a  'phile' nor a 'phobe' , just a realist campaigning for British Influence in Europe"
1177,plegrain,en,11450,3240,Center,,"Vis Sr Fellow @LSEEI Author, European Spring:Why Our Economies & Politics Are in a Mess - & How to Put Them Right, Immigrants:Yr Country Needs Them etc RT≠agree"
1178,mikakosinska,en,3150,2845,Center,,"Working at WHO/Europe on governance for health. Tweets re health stuff, govt & governance, society & inequalities. Views are my own, RT =/= endorsement"
1179,pomaska,en,31580,1600,Center,,"Gdańszczanka, polityk,poseł,rocznik '80, Przewodnicząca Komisji ds.UE / MP, Chair of EU Affairs Committee, Poland / picture stories on http://t.co/t7byYEekeB"
1180,lecho,fr,20125,184,Center,,"Toute l'information économique, politique et financière. #Belgique #Marché #Business #Bel20 #Bruxelles"
1181,CdBalkans,fr,3698,354,Center,,Le Courrier des Balkans est le premier portail francophone d'information sur l'Europe du Sud-Est.
1182,edgarsrinkevics,en,20696,2084,Center,,Latvijas Republikas ārlietu ministrs/ Minister of Foreign Affairs of the Republic of Latvia
1183,I_am_europe,en,2160,2211,Center,,"Many voices, one Europe! This week @StephenEamonn.  Do you want to be the voice of #Europe? Read more and apply in our blog."
1184,gksteinhauser,en,8695,1347,Center,,Reporter for The Wall Street Journal in Brussels.
1185,jackeparrock,en,3535,2003,Center,,TV Correspondent for @featurestory - Brussels. Showreel: https://t.co/4zdQO3PasP - Muckrack: http://t.co/qpzuk5ylPr
1186,SWE_EUpress,sv,3,0,Center,,"Мой Желудок Просит Пищи, В Нём Танцует Аппетит, В Нём Голодный Ветер Свищет, И Кишками Шелестит"
1187,ecas_europe,en,2083,901,Center,,European Citizen Action Service - Brussels-based NGO which specializes in defending European citizens' rights. RTs ≠ endorsements.
1188,traynorbrussels,en,16404,746,Center,,"Europe Editor, The Guardian, Brussels"
1189,AdamsonPaul,en,1548,546,Center,,Chairman of @ForumEurope and Forum Global and Founder/Editor of @ESharpMag. Brussels. RT not endorsement
1190,ECspokesRoger,en,2,0,Center,,Пародонтолог
1191,OpenSociety,en,110307,2654,Center,,The Open Society Foundations work to build vibrant and tolerant democracies whose governments are accountable to their citizens.
1192,euish_org,en-gb,904,1997,Center,,"How to build a State & how to learn to love it & forget that it is a fiction. #GermanSoul teaches, #FoolOnTheHill observes, #RadioBrussels answers (TEAM)"
1193,r_honore,fr,1786,648,Center,,Correspondant des Echos à Bruxelles/ Prix Louise Weiss 2013 du journalisme eur et Prix Izraelewicz 2014/Auteur avec @chatignoux de L'Europe au banc des accusés
1194,CraigJWilly,en,1899,729,Center,,Folk-American. Citoyen français. 100% europäischen. Peronista evolucionario.
1195,DianeDoddsMEP,en,4285,1669,Center,,"@DUPonline MEP @Europarl_EN - Former West Belfast MLA @NIAssembly - Former @BelfastCC Councillor http://t.co/Qjtp6PAuM4
@Dodds4Business"
1196,alexekkelenkamp,en,2033,2174,Center,,Social for @EUCouncil @EUCouncilPress @eucopresident. News junkie. Music lover. Dutch. Speaker #SXSW & elsewhere. Views my own. #womensrights #digitaldiplomacy
1197,BalkanInsight,en,16243,651,Center,,"News, Reports, Analysis and Opinion about trending issues in the Balkans. Retweets are not endorsements"
1198,KosiniakKamysz,pl,22289,846,Center,,"Minister Pracy i Polityki Społecznej - Minister of Labour and Social Policy, PSL"
1199,EconEurope,en,62752,74,Center,,One of The Economist's official accounts. Follow for news about Europe.
1200,Simon_Nixon,en,23652,710,Center,,"Chief European Commentator @WSJ, columnist @TheTimes. Britisher. Where there is discord may I bring harmony."
1201,EFJEUROPE,en,4267,2046,Center,,"#Europe’s largest organisation of journalists with 61 unions/associations representing over 320,000 journalists in 40 countries. RTs ≠ endorsement."
1202,youthpress,en,3052,352,Center,,"Umbrella association of 26 youth media organisations, gathering 60,000+ young media makers, promoting the role of youth media and the freedom of press in Europe"
1203,SergeiStanishev,en,1677,236,Center,,President of the Party of European Socialists @PES_PSE http://t.co/8lYcDsOdEN and S&D                       Member of the European Parliament @TheProgressives
1204,DJakovljevic,en,4212,1328,Center,,"Tweed & Twitter mathematics. Proud dad, vegetarian, non-conformist, no half-measures, music on vinyl. This is my private profile.
Work stuff @Vattel @GreenCogEU"
1205,mteu,en,1186,609,Center,,intermittently blogging about europe. advocating for an open government and a better union. retired co-editor @bloggingportal
1206,ProSyn,en,113919,1605,Center,,The world's opinion page.
1207,michal_kolanko,pl,19253,1950,Center,,"dziennikarz, piszę o polityce, offline i online. WAŻNE! Mój RT nie oznacza automatycznego poparcia tez zawartych w retweetowanym wpisie."
1208,sikorskiradek,en,496066,76,Center,,"b. minister SZ, poseł na Sejm ziemi bydgoskiej, wiceprzew. Platformy Obywatelskiej; former MFA, MP, Deputy Leader of Civic Platform biuro@radeksikorski.pl"
1209,klemenzum,en,2979,3255,Center,,Vodja pisarne Evropskega parlamenta v Sloveniji. Head of the European Parliament Office in Slovenia. All opinions are my own.
1210,pravolivo,en,4185,736,Center,,"Ukrainian journalist&foreign agent, twitting news from/about #Ukraine in English. pravolivo@gmail.com"
1211,ftworldnews,en,36650,26,Center,,Latest world news stories and posts from The World blog. Our customer service team is @FTcare.
1212,beanavarro,en,4596,386,Center,,"Corresponsal en Bruselas de La Vanguardia, daily newspaper founded in Barcelona in 1881"
1213,EricWalravens,fr,1773,1850,Center,,"Coordinateur de la communication du CNCD-11.11.11. Ex-Belga. Auteur de Dumping fiscal, Enquête sur un chantage qui ruine nos Etats"
1214,SpiegelPeter,en,80294,714,Center,,Brussels bureau chief of @FinancialTimes and long-suffering Orioles fan. Former national security correspondent for @LATimes and @WSJ in Washington.
1215,gazeta_wyborcza,pl,443421,345,Center,,Oficjalny mikroblog Gazety Wyborczej
1216,matsJpersson,en,3452,307,Center,,
1217,EC_AVService,en,10463,2793,Center,,Welcome to the European Commission´s Audiovisual Service! Get the sights and sounds of Europe directly onto your screen – via the Internet and via EbS.
1218,pawelmorski,en,110,0,Center,,Sleeping
1219,EuroCitizens,en,1534,1999,Center,,An independent multilingual discussion space for all #EUcitizens! Join the #EUdebate at http://t.co/YUEkQVnOCj #EU #Europe #politics #economy
1220,EuroAlter,en,3917,1644,Center,,"Transnational citizens movement | Democracy, Equality & Culture beyond nation state | Migration | MediaFreedom | Commons | LGBT | HumanRights | Precarity&Labour"
1221,kourkoulasdim,en,3559,2531,Center,,FORMER DEPUTY FOREIGN MINISTER OF GREECE.
1222,VoxEuropFR,fr,7867,195,Center,,Anciennement Presseurop.eu. Le premier site multilingue d'actualité et de débats européens. Pour contribuer à l'émergence d'un espace public européen.
1223,fttheworld,en,559,0,Center,,
1224,DominiqueOstyn,en,1183,1334,Center,,Economist & EU/IR politics mojo w/ unhealthy interest in Tech/New Media • Also running @EurActiv & @BlogActiv • Entrepreneur • Idea Incubator • Views mine only.
1225,Elena2020,en,1966,2152,Center,,"Former #fp #EU analyst turned into strategic consultant. Social butterfly, interested in creative & innovative internet PR, citizen journalism & #we-government"
1226,EUlondonrep,en,9680,897,Center,,News and information from the European Commission in the UK. We are based in London & here to help with your questions about the EU. Tweets from various staff.
1227,JHahnEU,en,16397,1346,Center,,Commissioner for European Neighbourhood Policy and Enlargement Negotiations @EU_Commission. This account is managed by me & my team.
1228,vanessamock,en,4051,883,Center,,"European Commission spokesperson for financial services & tax. Previously reporting for TV, radio and print."
1229,FrancoAlain,fr,2045,523,Center,,Rubrique Internationale de la RTS Radio Publique Suisse
1230,dw_germany,en,20070,5,Center,,"German news and information from DW, Germany's international broadcaster. http://t.co/BFefSFCgLN #Germany"
1231,avaltat,en,5271,1378,Center,,"#Digital strategy @EuropeAid @EU_Commission #European, lover, mother, traveller, #politics #innovation  #environment #TEDx #SxSW speaker. Views mine"
1232,stctweets,en,2017,199,Center,,"Director, communications with citizens, European Parliament"
1233,WSJeurope,en,184874,833,Center,,"News, business, finance, technology and culture from The Wall Street Journal in Europe."
1234,simonblackley,en,1428,261,Center,,"European. Head of consulting at agency @ESNBrussels. Mostly EU communication, web, mobile and social media here. I speak for myself. http://t.co/kMv8SEjV3m"
1235,voxeu,en,15986,4,Center,,VoxEU.org is a policy portal set up by the Centre for Economic Policy Research (www.CEPR.org) in conjunction with a consortium of national sites.
1236,jan_techau,en,6647,1185,Center,,"Director of @Carnegie_Europe, a foreign policy think tank."
1237,AtlanticCouncil,en,46360,945,Center,,Working together to secure the future.
1238,StephenFidler1,en,7973,538,Center,,Brussels bureau chief @WSJ. Previously @FT and @Reuters. http://t.co/6nZdVuQ2KC
1239,ESN_Int,en,10098,936,Center,,"The Erasmus Student Network (ESN) headquartered in Brussels, 480 sections, 37 countries! Enrichment of society through international students"
1240,GreenKeithMEP,en,6433,666,Center,,"Green MEP for South East England. Working for a fairer, greener future."
